Title,Price,Product-SKU,Product-Barcode,Colors,Sizes,URL
,Rs.790,0109626,MBTS25X,"Black,Beige,White,Navy,Yellow,Pink,Pistachio,Red,Blue,Maroon,Ash Grey,Olive,Stone,Dusky Blue,Teal","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25x?variant=43049956409391
,Rs.790,0109626,MBTS25X,"Black,Beige,White,Navy,Yellow,Pink,Pistachio,Red,Blue,Maroon,Ash Grey,Olive,Stone,Dusky Blue,Teal","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25x
,Rs.790,0118053,MBTS25R001,"Blue,Black,Stone,Teal,Beige,Pink,Jet Wine,Mustard,Navy,White,Olive,Pistachio,Ash Grey,Brown,Dusky Blue,Lilac","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25r001?variant=43489740718127
,Rs.790,0118053,MBTS25R001,"Blue,Black,Stone,Teal,Beige,Pink,Jet Wine,Mustard,Navy,White,Olive,Pistachio,Ash Grey,Brown,Dusky Blue,Lilac","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25r001
,Rs.790,0118966,MBTS25R002,"Olive,Black,Stone,Navy,Wine,White,Dusky Blue,Beige,Pink,Ash Grey,Teal,Pistachio,Brown,Blue,Mustard,Lilac","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25r002?variant=43621242208303
,Rs.790,0118966,MBTS25R002,"Olive,Black,Stone,Navy,Wine,White,Dusky Blue,Beige,Pink,Ash Grey,Teal,Pistachio,Brown,Blue,Mustard,Lilac","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25r002
,"Rs.1,190",0126048,MGT25X221,Wine,"S,M,L,XL",https://zellbury.com/products/pocket-t-shirt-mgt25x221
,"Rs.1,190",0126220,MGT25X264,Mustard,"S,M,L,XL",https://zellbury.com/products/pocket-t-shirt-mgt25x264
,"Rs.1,790",0118691,BD24002,"Jet Black,Blue","7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/denim-bd24002
,"Rs.1,590",0101160,BHPO23001,Black,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/hoodies-3001
,"Rs.1,290",0106806,BP24021,Maroon,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/polo-shirts-bp24021
,"Rs.3,690",0116472,WWDJ24005,Blue,"S,M,L",https://zellbury.com/products/jacket-wwdj24005
,"Rs.2,390",0114773,WWSS24008,Maroon,"S,M,L",https://zellbury.com/products/sweat-shirt-wwss24008
,"Rs.2,890",0117284,WWPH24004,Black,"S,M,L",https://zellbury.com/products/hoodie-wwph24004
,Rs.890,0117407,BGT25020,Pink,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25020
,"Rs.4,890",0081710,Red-F-100ml,,,https://zellbury.com/products/red-f-100ml
,Rs.790,0091993,WTP23-002,"Black,White,Beige","XS,S,M,L,XL",https://zellbury.com/products/tight-001
,"Rs.1,490",0086735,WTS22X10008,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/trouser-0008?variant=42580731002927
,"Rs.1,690",0092072,WDE23-002,"Mid Blue,Light Blue,Black","26,28,30,32",https://zellbury.com/products/denim-002
,Rs.790,0098935,WWTSB23-004,"White,Pink,Beige,Green,Royal,Orange,Black,Red,Lilac,Stone,Yellow","S,M,L",https://zellbury.com/collections/women-t-shirts/products/essential-t-shirt-wwtsb23?variant=42288822059055
,"Rs.3,390",0130506,WWS252222,,"XS,S,M,L,XL",https://zellbury.com/products/co-ord-set-wws252222
,Rs.590,0130588,WTT24008,Sage Green,"S,M,L",https://zellbury.com/products/tank-tops-wwt24008
,"Rs.1,790",0113565,WWS231142,,"XS,S,M,L",https://zellbury.com/products/shirts-wws231142
,Rs.990,0133042,WBW25E706,"Black,Brown,Cream,Mustard,Peach",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e706?variant=43937120747567
,Rs.990,0133042,WBW25E706,"Black,Brown,Cream,Mustard,Peach",,https://zellbury.com/products/wallets-wbw25e706
,Rs.890,0136760,WBW25E751,"Black,Brown,Green,Fawn,Mustard,Cream",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e751?variant=44477320822831
,Rs.890,0136760,WBW25E751,"Black,Brown,Green,Fawn,Mustard,Cream",,https://zellbury.com/products/wallets-wbw25e751
,Rs.890,0134567,WBW25E742,"Black,Cream,Mustard,Peach,Lilac",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e742?variant=43937120845871
,Rs.890,0134567,WBW25E742,"Black,Cream,Mustard,Peach,Lilac",,https://zellbury.com/products/wallets-wbw25e742
,Rs.890,0131971,WBW25E664,"Black,Green,Pink,Purple,Dark Green",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e664?variant=43870235689007
,Rs.890,0131971,WBW25E664,"Black,Green,Pink,Purple,Dark Green",,https://zellbury.com/products/wallets-wbw25e664
,Rs.890,0130046,WBW25E614,"Brown,Black,Maroon,Peach,Lilac",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e614?variant=43892656341039
,Rs.890,0130046,WBW25E614,"Brown,Black,Maroon,Peach,Lilac",,https://zellbury.com/products/wallets-wbw25e614
,"Rs.1,190",0132189,WBW25E676,Pink,,https://zellbury.com/products/wallets-wbw25e676
,"Rs.1,190",0132190,WBW25E677,Brown,,https://zellbury.com/products/wallets-wbw25e677
,"Rs.1,190",0115810,WBW22E417,"Black,Cream,Sky Blue",,https://zellbury.com/products/wallets-wbw22e416
,"Rs.1,190",0131698,WBW25E656,Green,,https://zellbury.com/products/wallets-wbw25e656
,"Rs.1,190",0130673,WBW25E634,"Black,Dark Brown,Mustard,Mint Green",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e634?variant=43805124689967
,"Rs.1,190",0130673,WBW25E634,"Black,Dark Brown,Mustard,Mint Green",,https://zellbury.com/products/wallets-wbw25e634
,Rs.590,0126764,WBW25E557,"Black,Brown,Green,Purple",,https://zellbury.com/collections/women-wallets/products/wallets-wbw25e557?variant=43681611350063
,Rs.590,0126764,WBW25E557,"Black,Brown,Green,Purple",,https://zellbury.com/products/wallets-wbw25e557
,"Rs.2,490",0116482,WWDS24002,,"XS,S,M,L,XL",https://zellbury.com/products/shirt-wwds24002
,"Rs.1,790",0113561,WWS231141,,"XS,S,M,L",https://zellbury.com/products/shirt-wws231141
,"Rs.1,990",0130337,WWS251239,,"XS,S,M,L",https://zellbury.com/products/shirts-wws251239
,"Rs.1,990",0130331,WWS251238,,"XS,S,M,L",https://zellbury.com/products/shirts-wws251238
,"Rs.1,990",0132444,WWS251273,,"XS,S,M,L",https://zellbury.com/products/shirts-wws251273
,"Rs.1,990",0130322,WWS251236,,"XS,S,M,L",https://zellbury.com/products/shirts-wws251236
,"Rs.1,990",0130297,WWS251231,,"XS,S,M,L,XL",https://zellbury.com/products/shirt-wws251231
,"Rs.1,990",0132449,WWS251274,,"XS,S,M,L",https://zellbury.com/products/shirt-wws251274
,Rs.590,0109533,WTT24006,"Beige,Black,White,Brown","S,M,L",https://zellbury.com/collections/tank-tops/products/tank-tops-wtt24-2?variant=42970739867695
,Rs.590,0109533,WTT24006,"Beige,Black,White,Brown","S,M,L",https://zellbury.com/products/tank-tops-wtt24-2
,Rs.590,0106316,WTT24003,"Beige,Black,White","S,M,L",https://zellbury.com/products/tank-tops-wtt2400
,"Rs.3,890",0129448,WWS252178,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252178
,"Rs.3,390",0130481,WWS252216,,"XS,S,M,L,XL",https://zellbury.com/products/co-ord-set-wws252216
,"Rs.3,390",0129419,WWS252182,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252182
,"Rs.3,890",0129434,WWS252155,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252155
,"Rs.3,390",0132479,WWS252264,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252264
,"Rs.3,390",0130517,WWS252225,,"XS,S,M,L,XL",https://zellbury.com/products/co-ord-set-wws252225
,"Rs.3,390",0121668,WWS252121,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252121
,"Rs.3,390",0132469,WWS252262,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws252262
,"Rs.3,390",0130502,WWS252220,,"XS,S,M,L,XL",https://zellbury.com/products/co-ord-set-wws252220
,"Rs.2,990",0097303,WWS232010,,"XS,S,M,L",https://zellbury.com/products/co-ord-set-wws232010
,"Rs.3,390",0130492,WWS252218,,"XS,S,M,L,XL",https://zellbury.com/products/co-ord-set-wws252218
,Rs.790,0098935,WWTSB23-004,"White,Pink,Beige,Green,Royal,Orange,Black,Red,Lilac,Stone,Yellow","S,M,L",https://zellbury.com/products/essential-t-shirt-wwtsb23
,Rs.790,0108683,WWTSB24-019,"Beige,Pink,Green,Brown,Orange,Black,Blue,Yellow,Lilac","S,M,L",https://zellbury.com/collections/women-t-shirts/products/essential-t-shirts?variant=42887446069295
,Rs.790,0108683,WWTSB24-019,"Beige,Pink,Green,Brown,Orange,Black,Blue,Yellow,Lilac","S,M,L",https://zellbury.com/products/essential-t-shirts
,Rs.990,0126979,WWTSG25045,White,"S,M,L",https://zellbury.com/products/t-shirts-wwtsg25045
,Rs.990,0130232,WWTSG25067,White,"S,M,L",https://zellbury.com/products/t-shirts-wwtsg25067
,Rs.990,0126935,WWTSG25020,White,"S,M,L",https://zellbury.com/products/t-shirts-wwtsg25020
,"Rs.1,690",0094480,WDE23-004,"Black,Light Blue,Mid Blue","26,28,30,32",https://zellbury.com/products/denim-004
,"Rs.1,590",0067399,ZWD21006,Light  Blue,"26,28,30,32",https://zellbury.com/products/denim-1006
,"Rs.1,590",0067404,ZWD21007,Light Pink,"26,28,30,32",https://zellbury.com/products/denim-1007
,"Rs.1,790",0067384,ZWD21002,,"26,28,30,32",https://zellbury.com/products/denim-w1002
,"Rs.1,790",0067391,ZWD21004,,"26,28,30,32",https://zellbury.com/products/denim-w1004
,"Rs.1,590",0067395,ZWD21005,,"26,28,30,32",https://zellbury.com/products/denim-w1005
,"Rs.1,690",0094468,WDE23-003,"Black,Light Blue,Mid Blue","26,28,30,32",https://zellbury.com/products/denim-wde23-003
,"Rs.1,990",0094492,WDS23-002,"Black,Light Blue,Mid Blue","26,28,30,32",https://zellbury.com/products/denim-wds23-002
,"Rs.1,490",0086735,WTS22X10008,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/trouser-0008
,"Rs.1,890",0086883,WTS22E10023,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/shalwar-0023?variant=42580736802863
,"Rs.1,890",0086883,WTS22E10023,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/shalwar-0023
,"Rs.1,490",0086705,WTS22X10007,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/trouser-0007?variant=42580742373423
,"Rs.1,490",0086705,WTS22X10007,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/trouser-0007
,"Rs.1,490",0090532,WTS22E10028,"Beige,Black,Navy Blue,Off-White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/trouser-0028?variant=42580748697647
,"Rs.1,490",0090532,WTS22E10028,"Beige,Black,Navy Blue,Off-White,White","XS,S,M,L,XL",https://zellbury.com/products/trouser-0028
,"Rs.1,490",0086805,WTS22X10010,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/trouser-0010?variant=42580753481775
,"Rs.1,490",0086805,WTS22X10010,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/trouser-0010
,"Rs.1,090",0101919,WTS22X10027,"Black,Khaki,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/trouser-0027?variant=42580759576623
,"Rs.1,090",0101919,WTS22X10027,"Black,Khaki,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/trouser-0027
,"Rs.1,490",0072621,WTS21E10047,Beige,"XS,S,M,L",https://zellbury.com/products/shalwar-0047
,Rs.990,0072886,WTS21X10004,Navy Blue,"XS,S,M,L,XL",https://zellbury.com/products/trouser-0004
,Rs.990,0072711,WTW21S10069,White,"XS,S,M",https://zellbury.com/products/trouser-0069
,Rs.990,0072946,WTW21X10014,Navy Blue,"XS,S,M,L,XL",https://zellbury.com/products/trouser-0014
,Rs.990,0072970,WTW21X10018,Navy Blue,"XS,S,M,L,XL",https://zellbury.com/products/shalwar-0018
,Rs.990,0086570,WTS22X10002,"Black,Off White,Beige,White,Navy Blue","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/shalwar-ws001?variant=42581616164911
,Rs.990,0086570,WTS22X10002,"Black,Off White,Beige,White,Navy Blue","XS,S,M,L,XL",https://zellbury.com/products/shalwar-ws001
,"Rs.1,890",0086948,WTS22E10025,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/straight-trouser-wts22e10025?variant=43097383469103
,"Rs.1,890",0086948,WTS22E10025,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/straight-trouser-wts22e10025
,"Rs.1,490",0086825,WTS22X10011,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/straight-trouser-wts22x10011?variant=43097386418223
,"Rs.1,490",0086825,WTS22X10011,"Beige,Black,Navy Blue,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/straight-trouser-wts22x10011
,"Rs.1,090",0096475,WTS22X10025,"Off White,Beige,Black,Navy Blue,White","XS,S,M,L,XL",https://zellbury.com/products/straight-trouser-0001
,"Rs.1,890",0099955,WTS22E10090,"Beige,Black,Navy,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/ethnic-bottom/products/straight-trouser-wts22e10090?variant=43813029347375
,"Rs.1,890",0099955,WTS22E10090,"Beige,Black,Navy,Off White,White","XS,S,M,L,XL",https://zellbury.com/products/straight-trouser-wts22e10090
,Rs.790,0106321,WTP24001,"White,Black,Beige","XS,S,M,L,XL",https://zellbury.com/products/tight-4001
,"Rs.3,490",0081714,VivalLaGloria-F-100ml,,,https://zellbury.com/products/vivallagloria-f-100ml
,Rs.890,0117443,BGT25021,Pink,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25021
,Rs.890,0117421,BGT25034,Lime Yellow,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25034
,Rs.890,0117454,BGT25032,Lime Yellow,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25032
,Rs.890,0117439,BGT25017,White,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25017
,Rs.890,0117405,BGT25018,White,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25018
,Rs.890,0117441,BGT25019,White,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25019
,Rs.690,0116627,BBT25001,"Black,Navy,Pink,Red,Royal,White","7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/collections/boys-t-shirts-and-polos/products/t-shirt-bbt25001?variant=43619089416239
,Rs.690,0116627,BBT25001,"Black,Navy,Pink,Red,Royal,White","7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bbt25001
,Rs.890,0117457,BGT25035,Green,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25035
,Rs.890,0117389,BGT25037,Green,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/t-shirt-bgt25037
,"Rs.1,090",0096475,WTS22X10025,"Off White,Beige,Black,Navy Blue,White","XS,S,M,L,XL",https://zellbury.com/products/straight-trouser-cotton-silk-off-white-0025?variant=43414569386031
,Rs.890,0117449,BGT25027,Royal,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/graphic-t-shirt-bgt25027
,Rs.890,0117427,BGT25005,Red,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/graphic-t-shirt-bgt25005
,Rs.890,0117390,BGT25003,Black,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/graphic-t-shirt-bgt25003
,"Rs.1,290",0106788,BP24018,Yellow,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/polo-shirt-bp24018
,"Rs.1,390",0101191,BSS23001,Black,"7-Y,8-Y,9-Y,10-Y,11-Y",https://zellbury.com/products/sweat-shirts-3001
,"Rs.1,290",0106770,BP24015,Black,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/polo-shirt-bp24015
,"Rs.1,390",0101195,BSS23002,Blue,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/sweat-shirts-3002
,"Rs.1,390",0101208,BSS23004,Green,"7-Y,8-Y,9-Y,10-Y,11-Y",https://zellbury.com/products/sweat-shirts-3004
,"Rs.1,390",0101210,BSS23005,Mustard,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/sweat-shirts-3005
,"Rs.2,990",0113416,BDJH25001,Black,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/jackets-bdjh25001
,"Rs.2,990",0113428,BDJW25001,Black,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/jackets-bdjw25001
,"Rs.2,490",0113410,BDJ25002,Dark Blue,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/jackets-bdj25002
,"Rs.2,990",0113422,BDJH25002,Blue,"7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/jackets-bdjh25002
,"Rs.1,790",0118640,BD24001,"Black,Blasted Black,Dark Blue,Indigo,Jet Black","7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/collections/boys-pants/products/denim-bd24001?variant=43529232646191
,"Rs.1,790",0118640,BD24001,"Black,Blasted Black,Dark Blue,Indigo,Jet Black","7-Y,8-Y,9-Y,10-Y,11-Y,12-Y",https://zellbury.com/products/denim-bd24001
,"Rs.2,190",0128853,WBC25E599,"Black,Mustard",,https://zellbury.com/products/clutch-wbc25e599
,"Rs.2,990",0134505,WBT25E721,"Black,Brown,Mustard",,https://zellbury.com/products/tote-bags-wbt25e721
,"Rs.2,490",0134531,WBC25E734,"Black,Purple,Mustard",,https://zellbury.com/products/cross-body-bags-wbc25e734
,"Rs.2,890",0107109,WBS22E271,"Black,Mustard,Green",,https://zellbury.com/products/shoulder-bags-e271
,"Rs.2,790",0122417,WBT22E524,Black,,https://zellbury.com/products/canvas-bags-wbt22e524
,"Rs.1,890",0099955,WTS22E10090,"Beige,Black,Navy,Off White,White","XS,S,M,L,XL",https://zellbury.com/collections/women-trousers/products/straight-trouser-wts22e10090?variant=43813029347375
,"Rs.7,990",0103821,ZWFRE3276,,"S,M,L",https://zellbury.com/products/kurta-trouser-3276
,"Rs.4,990",0120170,WPW2423350,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpw2423350
,"Rs.3,390",0117675,WPW2423139,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wpw2423139
,"Rs.10,990",0137558,WPL2530715,,"S,M,L",https://zellbury.com/products/kurta-dupatta-trouser-wpl2530715
,"Rs.3,990",0125422,WPS2522567,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522567
,"Rs.2,690",0136011,WPC2512612,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wpc2512612
,"Rs.2,990",0133809,WPS2522227,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-wps2522227
,Rs.790,0110422,ZWDP2027,"Beige,Black,White,Pink,Mustard,Navy Blue,Maroon,Peach,Mehndi Green,Slate Grey,Red,Gold,Light Purple,Sea Green,Lilac",,https://zellbury.com/collections/dupatta/products/dupatta-zwdp2027?variant=43107753558063
,Rs.790,0087767,ZWUBTM20002,"White,Off -White,Beige,Black,Navy",,https://zellbury.com/collections/unstitched-trouser/products/unstitched-trouser-cambric?variant=42855986298927
,Rs.790,0087767,ZWUBTM20002,"White,Off -White,Beige,Black,Navy",,https://zellbury.com/products/unstitched-trouser-cambric
,"Rs.3,990",0103750,WUW23E30848,,,https://zellbury.com/products/shirt-shalwar-dupatta-0848
,"Rs.3,990",0115119,WUW24E30239,,,https://zellbury.com/products/shirt-shalwar-dupatta-wuw24e30239
,"Rs.4,490",0115127,WUW24E30247,,,https://zellbury.com/products/shirt-shalwar-dupatta-wuw24e30247
,"Rs.3,990",0119788,WUW24E30485,,,https://zellbury.com/products/shirt-shalwar-dupatta-wuw24e30485
,"Rs.3,990",0119787,WUW24E30492,,,https://zellbury.com/products/shirt-shalwar-dupatta-wuw24e30492
,"Rs.4,490",0127016,WUS25E30074,,,https://zellbury.com/products/shirt-shalwar-dupatta-wus25e30074
,"Rs.4,490",0124855,WUS25E30294,,,https://zellbury.com/products/shirt-shalwar-dupatta-wus25e30294
,"Rs.4,490",0124854,WUS25E30287,,,https://zellbury.com/products/shirt-shalwar-dupatta-wus25e30287
,Rs.790,0110422,ZWDP2027,"Beige,Black,White,Pink,Mustard,Navy Blue,Maroon,Peach,Mehndi Green,Slate Grey,Red,Gold,Light Purple,Sea Green,Lilac",,https://zellbury.com/products/dupatta-zwdp2027
,Rs.690,0088427,ZWDP2024,"Brown,Green,Blue,Orange,Mustard,Yellow,Dark Green,Parrot Green,Grey,Light Blue,Black,Beige,Pink,Purple,Red,White,Gold,Off white,Maroon,Sky Blue,Dark Purple,Mehndi Green",,https://zellbury.com/collections/dupatta/products/dupatta-2024?variant=42019831152687
,Rs.690,0088427,ZWDP2024,"Brown,Green,Blue,Orange,Mustard,Yellow,Dark Green,Parrot Green,Grey,Light Blue,Black,Beige,Pink,Purple,Red,White,Gold,Off white,Maroon,Sky Blue,Dark Purple,Mehndi Green",,https://zellbury.com/products/dupatta-2024
,"Rs.2,990",0133418,WPS2522168,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-wps2522168
,"Rs.4,490",0133613,WPS2532198,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532198
,"Rs.3,990",0133909,WPS2532134,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532134
,"Rs.3,990",0133934,WPS2532249,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532249
,"Rs.4,490",0130976,WPS2532022,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532022
,"Rs.3,990",0133573,WPS2532252,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532252
,"Rs.4,490",0130966,WPS2531992,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2531992
,"Rs.3,990",0131327,WPS2532053,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532053
,"Rs.3,990",0133583,WPS2532258,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532258
,"Rs.3,990",0133543,WPS2532137,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532137
,"Rs.3,890",0124047,WPS2521485,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2521485
,"Rs.4,490",0124387,WPS2531714,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2531714
,"Rs.4,490",0130956,WPS2531988,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2531988
,"Rs.3,890",0133538,WPS2522302,,"S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522302
,"Rs.3,990",0133548,WPS2532188,,"S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532188
,"Rs.2,690",0136119,WPC2512613,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wpc2512613
,"Rs.2,690",0136023,WPC2512616,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wpc2512616
,"Rs.2,690",0136131,WPC2512617,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wpc2512617
,"Rs.2,690",0136017,WPC2512614,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wpc2512614
,"Rs.2,690",0133731,WPS2512122,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wps2512122
,"Rs.2,690",0130806,WPS2512034,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wps2512034
,"Rs.2,690",0133749,WPS2512163,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wps2512163
,"Rs.2,890",0128563,WPS2511923,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wps2511923
,"Rs.2,690",0130407,WWS251203,,"XS,S,M,L",https://zellbury.com/products/tunics-wws251203
,"Rs.2,690",0130422,WWS251206,,"XS,S,M,L",https://zellbury.com/products/tunics-wws251206
,"Rs.2,690",0132519,WWS251255,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wws251255
,"Rs.2,690",0130387,WWS251199,,"XS,S,M,L",https://zellbury.com/products/tunics-wws251199
,"Rs.2,890",0123723,WPS2511651,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wps2511651
,"Rs.2,690",0132501,WWS251252,,"XS,S,M,L,XL",https://zellbury.com/products/tunics-wws251252
,"Rs.2,690",0132198,WWS251383,,"XS,S,M,L",https://zellbury.com/products/tunic-wws251383
,"Rs.5,990",0135427,WPS2532650,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532650
,"Rs.3,990",0125187,WPS2522509,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522509
,"Rs.2,990",0125350,WPS2512554,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wps2512554
,"Rs.3,990",0125211,WPS2522521,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522521
,"Rs.2,990",0125151,WPS2512518,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-wps2512518
,"Rs.4,490",0125416,WPS2522561,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522561
,"Rs.5,990",0125314,WPS2532525,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532525
,"Rs.4,490",0108396,WPS2421974,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2421974
,"Rs.4,990",0122706,WPS2522594,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522594
,"Rs.4,990",0122718,WPS2522596,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522596
,"Rs.4,990",0135379,WPS2522603,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522603
,"Rs.4,490",0125464,WPS2522557,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-trouser-wps2522557
,"Rs.5,490",0135697,WPS2532644,,"XS,S,M,L,XL",https://zellbury.com/products/kurta-dupatta-trouser-wps2532644
