Title,Price,Product-SKU,Product-Barcode,Colors,Sizes,URL
,"Rs.4,990",0137646,MSKMS25006,Indigo,"S,M,L,XL",https://zellbury.com/products/marvel-shalwar-kameez-mskms25006
,"Rs.4,990",0136341,MSKMS252685,Brown,"S,M,L,XL",https://zellbury.com/products/marvel-shalwar-kameez-mskms252685
,"Rs.3,990",0132757,MSKJ240048,Turqouise,"S,M,L,XL",https://zellbury.com/products/jade-shalwar-kameez-mskj240048
,"Rs.3,990",0132767,MSKJ240055,Coconut Brown,"S,M,L,XL",https://zellbury.com/products/jade-shalwar-kameez-mskj240055
,"Rs.4,490",0138270,MSKM220047,Teal,"S,M,L,XL",https://zellbury.com/products/marvel-shalwar-kameez-mskm220047
,"Rs.2,690",0127929,MKJ25005,Grey,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkj25005
,"Rs.2,690",0127919,MKJ25009,White,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkj25009
,"Rs.2,490",0127894,MKD25002,Steel Grey,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25002
,"Rs.2,490",0127889,MKD25003,Brown,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25003
,"Rs.2,490",0129627,MKD25007,Blue,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25007
,"Rs.2,490",0129622,MKD25008,Khaki,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25008
,"Rs.2,490",0132635,MKD25219,Oat Meal,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25219
,"Rs.2,490",0132331,MKD25118,Sand,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25118
,"Rs.2,490",0132630,MKD25117,Mehndi Green,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25117
,"Rs.2,690",0134605,MKJ25011,Black,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-5011
,"Rs.2,490",0132640,MKD25119,Oat Meal,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25119
,"Rs.2,690",0127904,MKJ25007,Sand,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkj25007
,"Rs.2,490",0134620,MKD25001,Beige,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25001
,"Rs.2,490",0132620,MKD25004,Cream,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkd25004
,"Rs.2,990",0132605,MKDS25003,Brown,"S,M,L,XL",https://zellbury.com/products/wash-wear-kurta-mkds25003
,"Rs.3,290",0117593,MWC24002,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24002
,"Rs.3,290",0117588,MWC24005,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24005
,"Rs.3,790",0117348,MWCC24004,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwcc24004
,"Rs.3,890",0127022,MWC25004,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25004
,"Rs.3,290",0117578,MWC24007,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24007
,"Rs.3,790",0117353,MWCC24003,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwcc24003
,"Rs.3,790",0124672,MWC24009,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24009
,"Rs.3,890",0127037,MWC25001,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25001
,"Rs.3,890",0127964,MWC25007,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25007
,"Rs.3,890",0127752,MWC24012,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24012
,"Rs.3,890",0127984,MWC25010,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25010
,"Rs.3,790",0122551,MWC24011,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc24011
,"Rs.3,890",0127027,MWC25002,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25002
,"Rs.3,890",0127032,MWC25003,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25003
,"Rs.3,890",0127969,MWC25005,,"S,M,L,XL",https://zellbury.com/products/waist-coat-mwc25005
,"Rs.1,090",0134216,MGT25R335,Olive,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r335
,"Rs.1,090",0126539,MGT25R268,Dusky Blue,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r268
,"Rs.1,090",0126399,MGT25R304,Lilac,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r304
,"Rs.1,090",0126547,MGT25R266,Blue,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r266
,"Rs.1,090",0134188,MGT25R328,Beige,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r328
,"Rs.1,090",0134136,MGT25R315,White,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r315
,"Rs.1,090",0120733,MGT25R157,Mustard,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r157
,"Rs.1,090",0134256,MGT25R345,Teal,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r345
,"Rs.1,090",0134248,MGT25R343,Brown,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r343
,"Rs.1,090",0134840,MGT25R360,Wine,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r360
,"Rs.1,090",0134832,MGT25R358,Navy,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r358
,"Rs.1,090",0134884,MGT25R371,Teal,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r371
,"Rs.1,090",0126591,MGT25R255,Beige,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r255
,"Rs.1,090",0126583,MGT25R257,Beige,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r257
,"Rs.1,090",0126708,MGT25R226,Wine,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25r226
,"Rs.1,190",0134316,MGT25X309,Navy,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x309
,"Rs.1,190",0134288,MGT25X347,Black,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x347
,"Rs.1,190",0134432,MGT25X339,Brown,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x339
,"Rs.1,190",0134428,MGT25X338,Pink,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x338
,"Rs.1,190",0134408,MGT25X333,Olive,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x333
,"Rs.1,190",0134292,MGT25X348,Black,"S,M,L,XL",https://zellbury.com/products/graphic-t-shirt-mgt25x348
,"Rs.1,390",0137719,MGT25D063,Steel Grey,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d063
,"Rs.1,390",0137695,MGT25D057,Black,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d057
,"Rs.1,390",0137739,MGT25D068,Mocha,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d068
,"Rs.1,390",0137723,MGT25D064,Steel Grey,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d064
,"Rs.1,390",0137767,MGT25D075,Khakhi,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d075
,"Rs.1,390",0137755,MGT25D072,Olive,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d072
,"Rs.1,390",0137751,MGT25D071,Sand,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d071
,"Rs.1,390",0137743,MGT25D069,Mocha,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d069
,"Rs.1,390",0137771,MGT25D076,Khakhi,"S,M,L,XL",https://zellbury.com/products/oversized-graphic-t-shirt-mgt25d076
,"Rs.1,690",0131664,MTLGS25004,Pink,"S,M,L,XL",https://zellbury.com/products/textured-t-shirt-mtlgs25004
,Rs.990,0095313,MPB23006,Red,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mpb23006-red
,"Rs.1,190",0131741,MPLB25E001,Navy,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-navy
,"Rs.1,190",0131744,MPLB25E001,Turqouise,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-turqouise
,"Rs.1,190",0131739,MPLB25E001,White,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-white
,"Rs.1,190",0131745,MPLB25E001,Dusky Blue,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-dusky-blue
,"Rs.1,390",0119818,MPRT25001,Pink,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mprt25001
,"Rs.1,190",0100099,MPLB24E006,Red,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mplb24e006-red
,"Rs.1,190",0100107,MPLB24E005,Light  Blue,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mplb24e005-light-blue
,"Rs.1,190",0131740,MPLB25E001,Mustard,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-mustard
,"Rs.1,190",0131738,MPLB25E001,Pink,"S,M,L,XL",https://zellbury.com/products/basic-polo-mplb25e001-pink
,"Rs.1,390",0132662,MPSCT25002,Beige,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-beige
,"Rs.1,390",0132668,MPSCT25002,Olive,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-olive
,"Rs.1,390",0132670,MPSCT25002,Stone,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-stone
,"Rs.1,390",0132667,MPSCT25002,Navy,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-navy
,"Rs.1,290",0122431,MPDTM25001,Mustard,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpdtm25001-mustard
,"Rs.1,390",0122481,MPSCT25001,Mustard,"S,M,L,XL",https://zellbury.com/products/polo-shirt-mpsct25001-mustard
,"Rs.1,390",0122484,MPSCT25001,Jet Wine,"S,M,L,XL",https://zellbury.com/products/polo-shirt-mpsct25001-jet-wine
,"Rs.1,390",0132669,MPSCT25002,Lilac,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-lilac
,"Rs.1,390",0132666,MPSCT25002,White,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-white
,"Rs.1,290",0131780,MPNT25001,Black,"S,M,L,XL",https://zellbury.com/products/basic-polo-mpnt25001-black
,"Rs.1,390",0132664,MPSCT25002,Pink,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-pink
,"Rs.1,390",0132663,MPSCT25002,Black,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-black
,"Rs.1,290",0131810,MPNT25001,Turqouise,"S,M,L,XL",https://zellbury.com/products/basic-polo-mpnt25001-turqouise
,"Rs.1,290",0131784,MPNT25001,Olive,"S,M,L,XL",https://zellbury.com/products/basic-polo-mpnt25001-olive
,"Rs.1,390",0119857,MPTT25002,Mustard,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mptt25002-mustard
,"Rs.1,490",0131996,MPCB25001,Olive,"S,M,L,XL",https://zellbury.com/products/signature-polo-mpcb25001-olive
,"Rs.1,490",0131997,MPCB25001,Stone,"S,M,L,XL",https://zellbury.com/products/signature-polo-mpcb25001-stone
,"Rs.1,290",0108694,MP24S062,Red,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mp24s062-red
,"Rs.1,290",0110468,MPTB25E001,Red,"S,M,L,XL",https://zellbury.com/products/signature-polo-shirt-mptb25e001-red
,"Rs.1,390",0132665,MPSCT25002,Teal,"S,M,L,XL",https://zellbury.com/products/essential-polo-mpsct25002-teal
,"Rs.1,490",0132029,MPRS25001,Stone,"S,M,L,XL",https://zellbury.com/products/signature-polo-mprs25001-stone
,"Rs.1,490",0132030,MPRS25001,Dusky Blue,"S,M,L,XL",https://zellbury.com/products/signature-polo-mprs25001-dusky-blue
,"Rs.1,490",0131994,MPCB25001,Mustard,"S,M,L,XL",https://zellbury.com/products/signature-polo-mpcb25001-mustard
,"Rs.1,490",0132000,MPCB25001,Wine,"S,M,L,XL",https://zellbury.com/products/signature-polo-mpcb25001-wine
,"Rs.1,490",0132026,MPRS25001,Mustard,"S,M,L,XL",https://zellbury.com/products/signature-polo-mprs25001-mustard
,"Rs.1,490",0119919,MPCP25003,Olive,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpcp25003-olive
,"Rs.1,490",0119917,MPCP25003,Mustard,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpcp25003-mustard
,"Rs.1,490",0119918,MPCP25003,Navy,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpcp25003-navy
,"Rs.1,490",0119911,MPCP25003,Beige,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpcp25003-beige
,"Rs.1,490",0119912,MPCP25003,Black,"S,M,L,XL",https://zellbury.com/products/polo-shirts-mpcp25003-black
,"Rs.1,490",0132375,MPJ25005,Black,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-black
,"Rs.2,490",0131644,MPLGS25004,Pink,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mplgs25004
,"Rs.2,490",0131648,MPLGS25005,Sky Blue,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mplgs25005-sky-blue
,"Rs.1,490",0132378,MPJ25005,Olive,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-olive
,"Rs.2,490",0131636,MPLGS25003,Grey,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mplgs25003
,"Rs.1,490",0132381,MPJ25005,Wine,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-wine
,"Rs.1,490",0132379,MPJ25005,Sage Green,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-sage-green
,"Rs.1,490",0132374,MPJ25005,Beige,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-beige
,"Rs.1,490",0132377,MPJ25005,Navy,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-navy
,"Rs.1,490",0132380,MPJ25005,Steel Grey,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-steel-grey
,"Rs.1,490",0132376,MPJ25005,Pink,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25005-pink
,"Rs.1,490",0132423,MPJ25004,Mocha,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25004-mocha
,"Rs.1,490",0132421,MPJ25004,Sage Green,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25004-sage-green
,"Rs.1,490",0132422,MPJ25004,Steel Grey,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25004-steel-grey
,"Rs.1,490",0132406,MPJ25004,Sand,"S,M,L,XL",https://zellbury.com/products/johnny-collar-polo-mpj25004-sand
,"Rs.2,290",0132087,MCSLH2502,Off -White,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2502
,"Rs.2,290",0132108,MCSLH2505,Black,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2505
,"Rs.2,290",0132113,MCSLH2506,Blue,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2506
,"Rs.2,490",0132128,MCSLF25001,Black,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25001
,"Rs.2,490",0132138,MCSLF25003,Navy,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25003
,"Rs.2,490",0132143,MCSLF25004,Grey,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25004
,"Rs.2,490",0132153,MCSLF25006,Olive,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25006
,"Rs.2,490",0132158,MCSLF25007,Brown,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25007
,"Rs.2,490",0132163,MCSLF25008,Beige,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25008
,"Rs.2,490",0132148,MCSLF25005,Blue,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25005
,"Rs.2,290",0132103,MCSLH2504,Grey,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2504
,"Rs.2,490",0132133,MCSLF25002,Off -White,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslf25002
,"Rs.2,290",0132123,MCSLH2508,Navy,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2508
,"Rs.2,290",0100863,MCS221008,Pink,"S,M,L,XL",https://zellbury.com/products/casual-shirts-1008
,"Rs.2,290",0102259,MCS221010,Black Stripe,"S,M,L",https://zellbury.com/products/casual-shirts-1010
,"Rs.2,290",0132118,MCSLH2507,Olive,"S,M,L,XL",https://zellbury.com/products/linen-shirts-mcslh2507
,"Rs.2,290",0102254,MCS221012,,"S,M,L,XL",https://zellbury.com/products/casual-shirts-1012
,"Rs.2,290",0104161,MCS221046,,"S,M,L,XL",https://zellbury.com/products/casual-shirts-1046
,"Rs.2,290",0112886,MCS24003,Peach,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24003
,"Rs.2,290",0112881,MCS24001,Blue,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24001
,"Rs.2,290",0113755,MCS24002,White,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24002
,"Rs.2,290",0113760,MCS24004,Red,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24004
,"Rs.2,290",0113766,MCS24005,Mustard,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24005
,"Rs.2,290",0122509,MCS24006,Grey/White,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24006
,"Rs.2,290",0123154,MCS24015,Sky Blue,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24015
,"Rs.2,290",0124682,MCS24112,White,"S,M,L,XL",https://zellbury.com/products/casual-shirts-mcs24112
,"Rs.2,090",0115790,MFSS24007,Sky Blue,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfss24007
,"Rs.2,090",0117011,MFST24003,"Teal,Grey","15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-4003
,"Rs.2,090",0118706,MFSS24011,Brown,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfss24011
,"Rs.2,090",0120465,MFST24004,White/Black,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfst24004
,"Rs.2,290",0133109,MFSC25003,BLACK & WHITE,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25003
,"Rs.2,290",0133145,MFSC25007,RED & WHITE,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25007
,"Rs.2,290",0133097,MFSC25006,Brown,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25006
,"Rs.2,290",0133121,MFSC25010,Grey/Black,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25010
,"Rs.2,290",0133103,MFSC25001,Navy,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25001
,"Rs.2,290",0133139,MFSC25014,Grey/Black,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25014
,"Rs.2,290",0133151,MFSC25008,Sky Blue,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25008
,"Rs.2,290",0133127,MFSC25011,Grey/White,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirts-mfsc25011
,"Rs.2,290",0133079,MFSCH2502,White,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirt-mfsch2502
,"Rs.2,290",0137593,MFSS25008,Grey,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirt-mfss25008
,"Rs.2,290",0137598,MFSS25007,Grey,"15,15.5,16,16.5,17",https://zellbury.com/products/formal-shirt-mfss25007
,"Rs.3,490",0135164,MPC25001,Khaki,"30,32,34,36,38,40",https://zellbury.com/products/cargo-pant-mpc25001-khaki
,"Rs.3,490",0135163,MPC25001,Grey,"30,32,34,36,38,40",https://zellbury.com/products/cargo-pant-mpc25001-grey
,"Rs.3,490",0135165,MPC25001,Navy,"30,32,34,36,38,40",https://zellbury.com/products/cargo-pant-mpc25001-navy
,"Rs.3,490",0135162,MPC25001,Black,"30,32,34,36,38,40",https://zellbury.com/products/cargo-pant-mpc25001-black
,"Rs.2,490",0113972,MJP25001,,"S,M,L,XL",https://zellbury.com/products/jogger-pant-navy
,"Rs.2,490",0118583,MTP25003,Olive,"S,M,L,XL",https://zellbury.com/products/knitted-relaxed-cuff-pant-mtp25003-olive
,"Rs.2,990",0118600,MJP25004,Black,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp25004-black
,"Rs.2,990",0118602,MJP25004,Fawn,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp25004
,"Rs.2,990",0118676,MJP25002,Coffee,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp25002-coffee
,"Rs.2,490",0118582,MTP25003,Navy,"S,M,L,XL",https://zellbury.com/products/knitted-relaxed-cuff-pant-mtp5003-navy
,"Rs.2,490",0118543,MTP25001,Olive,"S,M,L,XL",https://zellbury.com/products/knitted-straight-pant-mtp25001-olive
,"Rs.2,490",0113971,MJP25001,,"S,M,L,XL",https://zellbury.com/products/jogger-pant-black
,"Rs.2,490",0118544,MTP25001,Dark Blue,"S,M,L,XL",https://zellbury.com/products/knitted-straight-pant-mtp25001-dark-blue
,"Rs.2,490",0118672,MTP25001,Coffee,"S,M,L,XL",https://zellbury.com/products/knitted-straight-pant-mtp25001-coffee
,"Rs.2,490",0118580,MTP25003,Black,"S,M,L,XL",https://zellbury.com/products/knitted-relaxed-cuff-pant-mtp25003-black
,"Rs.2,990",0118684,MJP25004,Coffee,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp25004-coffee
,"Rs.2,990",0118564,MJP25002,Dark Blue,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp5002-dark-blue
,"Rs.2,990",0118560,MJP25002,Black,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp25002-black
,"Rs.2,990",0118563,MJP25002,Olive,"S,M,L,XL",https://zellbury.com/products/popknit-jogger-pant-mjp5002-olive
,Rs.790,0100388,MBTS24EX007,"Rust,Orange,Beige,Navy,H-Grey,Black,Pistachio,Stone,Red,White,Charcoal","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-cvc-relax
,Rs.690,0109570,MBTS25R,"Red,Blue,White,Black,Mustard,Olive,Pink,Pistachio,Ash Grey,Beige,Dusky Blue,Maroon,Navy,Stone,Teal","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25r?variant=43049958801455
,Rs.690,0109570,MBTS25R,"Red,Blue,White,Black,Mustard,Olive,Pink,Pistachio,Ash Grey,Beige,Dusky Blue,Maroon,Navy,Stone,Teal","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25r
,Rs.990,0111208,MBTP25R,"Sky Blue,Charcoal,Black,Navy","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbtp25r?variant=43281652187183
,Rs.990,0111208,MBTP25R,"Sky Blue,Charcoal,Black,Navy","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbtp25r
,Rs.790,0132926,MBTS25R004,"Black,Teal,Navy,Wine,Pink,Lilac,Pistachio,Ash Grey,Beige,Blue,Brown,Dusky Blue,Stone,White","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25r004?variant=43950247739439
,Rs.790,0132926,MBTS25R004,"Black,Teal,Navy,Wine,Pink,Lilac,Pistachio,Ash Grey,Beige,Blue,Brown,Dusky Blue,Stone,White","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25r004
,Rs.890,0132982,MBTS25X004,"Black,Navy,Teal,Wine,Pink,Lilac,Pistachio,Beige,Dusky Blue,Ash Grey,Blue,Brown,Stone,White","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25x004?variant=43950249574447
,Rs.890,0132982,MBTS25X004,"Black,Navy,Teal,Wine,Pink,Lilac,Pistachio,Beige,Dusky Blue,Ash Grey,Blue,Brown,Stone,White","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25x004
,"Rs.1,190",0111222,MBTP25X,"Black,Charcoal,Navy,Sky Blue","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbtp25x?variant=43194466566191
,"Rs.1,190",0111222,MBTP25X,"Black,Charcoal,Navy,Sky Blue","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbtp25x
,Rs.890,0097839,MBTS24S0006,"Red,Pistachio,Beige,Pink,Rust,Grey,Navy,White,Black","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-cotton?variant=42585346539567
,Rs.890,0097839,MBTS24S0006,"Red,Pistachio,Beige,Pink,Rust,Grey,Navy,White,Black","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-cotton
,Rs.890,0119024,MBTS25X002,"Wine,Beige,Blue,Teal,Brown,Dusky Blue,Lilac,Mustard,Navy,Olive,Ash Grey,White,Pink,Pistachio,Stone,Black","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25x002?variant=43743807963183
,Rs.890,0119024,MBTS25X002,"Wine,Beige,Blue,Teal,Brown,Dusky Blue,Lilac,Mustard,Navy,Olive,Ash Grey,White,Pink,Pistachio,Stone,Black","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25x002
,Rs.890,0118129,MBTS25X001,"Stone,Black,Olive,White,Pistachio,Pink,Blue,Lilac,Mustard,Teal,Dusky Blue,Beige,Brown,Navy,Wine,Ash Grey","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25x001?variant=43529423487023
,Rs.890,0118129,MBTS25X001,"Stone,Black,Olive,White,Pistachio,Pink,Blue,Lilac,Mustard,Teal,Dusky Blue,Beige,Brown,Navy,Wine,Ash Grey","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25x001
,Rs.890,0129863,MBTS25X003,"Light Grey,Beige,Black,Blue,Lilac,Olive,Navy,Pink,Pistachio,White,Wine,Teal,Green,Mocha,Dusky Blue,Mustard,Red,Stone","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25x003?variant=43803019280431
,Rs.890,0129863,MBTS25X003,"Light Grey,Beige,Black,Blue,Lilac,Olive,Navy,Pink,Pistachio,White,Wine,Teal,Green,Mocha,Dusky Blue,Mustard,Red,Stone","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25x003
,Rs.790,0129559,MBTS25R003,"Black,Blue,Beige,Navy,Olive,Pink,Pistachio,Teal,White,Wine,Mocha,Light Grey,Dusky Blue,Green,Lilac,Stone,Mustard,Red","S,M,L,XL",https://zellbury.com/collections/men-basic-t-shirt/products/basic-t-shirt-mbts25r003?variant=43803021770799
,Rs.790,0129559,MBTS25R003,"Black,Blue,Beige,Navy,Olive,Pink,Pistachio,Teal,White,Wine,Mocha,Light Grey,Dusky Blue,Green,Lilac,Stone,Mustard,Red","S,M,L,XL",https://zellbury.com/products/basic-t-shirt-mbts25r003
